Student Number,Gender,Race,Hispanic / Latino,Grade Level,LEP Indicator Code,Eligible for Free or Reduced Lunch,Has Active at Risk,Has Special Education Enrollment TX,IEP Continuer,Housing Status,Active,Language Description,Status of Enrollment
283465,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274818,F - Female,White,TRUE,8,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
271284,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283587,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
281479,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275628,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
277634,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285350,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
272817,M - Male,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289493,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275377,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273574,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271291,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272834,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275761,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272921,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275237,F - Female,Amer Indian,TRUE,7,,No,No,No,No,Not Applicable,No,SPANISH,Active
289715,M - Male,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
276988,M - Male,White,TRUE,7,F,No,No,No,No,Not Applicable,No,ENGLISH,Active
274060,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275230,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278655,M - Male,White,TRUE,8,F,No,No,No,No,Not Applicable,No,SPANISH,Active
275760,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273468,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273469,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290891,M - Male,Pacific Isl,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275834,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273732,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272818,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273488,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276026,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273362,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272905,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275244,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276246,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273980,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272853,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273797,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275501,M - Male,Amer Indian,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277695,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287345,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
273148,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
279869,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291272,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288696,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273442,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273253,F - Female,White,TRUE,8,,No,Yes,No,No,Homeless,No,ENGLISH,Active
275492,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277459,M - Male,Black,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275074,F - Female,White,TRUE,7,F,No,No,No,No,Not Applicable,No,SPANISH,Active
272247,F - Female,Black,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
275454,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275042,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273336,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280404,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275826,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284575,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290900,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
290899,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
278250,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275231,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272742,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272966,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276027,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276818,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
273457,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276020,M - Male,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
275813,M - Male,White,TRUE,7,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
277533,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277604,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272819,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280440,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275810,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277242,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
278252,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275626,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277003,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287253,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288523,M - Male,Amer Indian,TRUE,8,,No,Yes,No,No,Homeless,No,ENGLISH,Active
274042,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285202,M - Male,Black,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273123,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273471,M - Male,White,TRUE,7,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
276874,F - Female,White,FALSE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273365,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287901,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275782,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275406,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275466,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274012,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272820,M - Male,White,TRUE,8,F,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289420,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284353,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276757,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275812,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273931,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275527,F - Female,White,TRUE,7,S,No,No,No,No,Not Applicable,No,SPANISH,Active
286938,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286718,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273366,F - Female,White,TRUE,8,,No,Yes,No,No,Homeless,No,ENGLISH,Active
273367,F - Female,White,TRUE,8,,No,Yes,No,No,Homeless,No,ENGLISH,Active
273194,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271102,F - Female,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
276160,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275814,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282654,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274037,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
273467,M - Male,White,TRUE,8,3,No,No,No,No,Not Applicable,No,SPANISH,Active
271927,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273445,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
278253,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287600,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284175,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275443,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290897,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
290902,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
289357,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
273695,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289358,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276143,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274935,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
281441,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289800,F - Female,White,FALSE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275036,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285665,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279320,F - Female,White,TRUE,7,4,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291105,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285618,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
273998,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277664,M - Male,Black,FALSE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275035,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272822,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275047,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273676,M - Male,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287634,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274942,F - Female,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
272857,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284632,F - Female,White,TRUE,7,S,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275783,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290894,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275307,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273371,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274111,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271805,F - Female,Amer Indian,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274918,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276241,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275784,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273338,M - Male,White,TRUE,7,F,No,No,No,No,Not Applicable,No,ENGLISH,Active
277456,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275816,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273339,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275077,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274955,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284316,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272837,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289487,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275744,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275605,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287856,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280384,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286466,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275786,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275313,M - Male,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
269055,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289115,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282506,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285116,M - Male,Black,FALSE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277671,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275445,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288656,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273373,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277702,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
271325,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274033,M - Male,White,TRUE,8,F,No,No,No,No,Not Applicable,No,ENGLISH,Active
275078,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
275653,F - Female,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
277640,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276012,M - Male,Amer Indian,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272059,F - Female,Black,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
275156,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276266,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275387,M - Male,Amer Indian,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274107,M - Male,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
274324,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275080,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275495,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277080,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275082,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286384,F - Female,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
276607,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276606,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287759,M - Male,White,TRUE,8,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
278287,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275707,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287053,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274259,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
270876,M - Male,White,TRUE,8,,No,Yes,No,No,Homeless,No,ENGLISH,Active
290890,M - Male,Amer Indian,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
281341,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275247,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281336,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288945,M - Male,Amer Indian,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
273143,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274721,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288901,M - Male,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
274011,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273446,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278998,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275819,M - Male,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290896,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
275315,F - Female,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
280456,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290892,F - Female,Black,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274973,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272825,M - Male,White,TRUE,8,5,No,No,No,No,Not Applicable,No,SPANISH,Active
273526,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275250,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275034,M - Male,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
280471,M - Male,Black,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276364,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273924,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,SPANISH,Active
285276,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273665,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275362,M - Male,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284701,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286706,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277613,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275057,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287439,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285555,F - Female,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
275789,F - Female,White,TRUE,7,S,No,No,No,No,Not Applicable,No,SPANISH,Active
273341,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
277649,M - Male,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285786,M - Male,White,TRUE,7,F,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285785,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286221,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287191,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290903,M - Male,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
275932,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275440,M - Male,White,TRUE,7,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
273376,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273167,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
281423,F - Female,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273383,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
271902,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275252,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286389,M - Male,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
278274,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285475,M - Male,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
275627,M - Male,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
273737,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276841,F - Female,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275830,F - Female,White,TRUE,7,F,No,No,No,No,Not Applicable,No,SPANISH,Active
270684,M - Male,Asian,TRUE,8,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
273281,F - Female,White,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284519,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281804,F - Female,Amer Indian,TRUE,7,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
281795,M - Male,Amer Indian,TRUE,7,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
283315,F - Female,Amer Indian,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280635,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277856,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273517,F - Female,White,TRUE,8,3,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276963,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274940,M - Male,Black,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290657,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278203,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273124,M - Male,White,TRUE,8,4,No,No,No,No,Not Applicable,No,ENGLISH,Active
276175,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287192,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274961,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275386,F - Female,Amer Indian,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275012,F - Female,White,TRUE,7,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288735,M - Male,White,TRUE,7,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
288821,M - Male,White,TRUE,8,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288654,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273908,F - Female,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275227,F - Female,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290664,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273584,M - Male,White,TRUE,8,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286522,M - Male,White,TRUE,8,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
275516,M - Male,White,TRUE,8,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276261,F - Female,White,TRUE,7,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
281894,M - Male,White,TRUE,7,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
